phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
Eye,phecode_386-1,Amblyopia,305,5,13,16,16,19,26,23,38,59,90,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_386-2,Diplopia,376,28,22,35,19,40,49,38,52,42,51,1.8217270194986073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_386-4,Visual field defects,307,17,10,17,25,22,39,29,35,54,59,3.4705882352941178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_386-9,Visual distortions and subjective visual disturbances,156,7,8,13,10,17,20,14,28,18,21,3.0004909983633388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_387,Disorders of refraction and accommodation,1363,17,22,34,69,93,143,154,198,259,374,22.003626174386024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_387-1,Hypermetropia,128,3,1,2,5,6,9,14,15,26,47,15.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_387-2,Myopia,557,6,9,19,22,20,34,32,66,88,261,43.50714168445247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_387-3,Astigmatism,685,5,13,26,45,66,91,117,130,138,54,10.801767304860089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_388,Blindness and low vision,884,22,32,38,59,85,91,88,114,144,211,9.592480855755193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_389,Other disorders of eye,4472,298,335,342,406,415,429,484,523,591,649,2.1782348309653634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_389-1,Ocular pain,379,38,40,36,30,37,34,35,45,42,42,1.1054449745023853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_390,Disorders of external ear,8946,609,685,768,849,894,1007,999,986,1048,1101,1.8082343932104832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_390-1,Otitis externa,4157,337,371,350,383,418,428,437,462,463,508,1.507686383119024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_390-4,Impacted cerumen,6818,400,463,550,625,745,793,806,781,858,797,1.9928606987690076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_390-6,Perichondritis and chondritis of pinna,244,1,13,12,21,24,29,38,32,40,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391,Disorders of the middle ear,4151,332,367,349,384,407,437,445,448,461,521,1.5695576872122854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-1,Otitis media,2207,172,198,228,213,217,226,225,221,251,256,1.488629374283934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-11,Acute otitis media,189,16,22,17,18,21,19,15,22,26,13,0.8126341866226259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-12,Chronic otitis media,321,39,33,36,32,25,28,39,31,34,24,0.6154860802841018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-2,Eustachian tube disorders,1883,157,188,159,166,186,191,215,204,206,211,1.344175146376799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-21,Eustachian salpingitis,184,14,29,18,24,21,25,15,20,13,5,0.35720149166217136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-7,Perforation of tympanic membrane,307,17,27,29,29,34,35,36,29,35,36,2.117995356037152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_391-9,Otorrhea,308,23,28,26,18,36,38,40,32,40,27,1.1741059626308457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_392,Otalgia and effusion of ear,2814,244,230,235,261,266,270,319,322,341,326,1.336295691850714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394,Disorders of vestibular function,1916,118,127,147,190,206,166,206,241,248,267,2.2630894865470346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394-1,Meniere disease,211,13,15,18,25,24,20,30,34,19,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394-2,Vertigo,1582,83,109,136,135,175,156,178,191,195,224,2.6992422231579956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394-21,Paroxysmal vertigo,1344,73,90,103,128,144,117,160,179,162,188,2.5753424657534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394-22,Vestibular neuronitis,274,19,12,33,34,30,29,27,27,31,32,1.6844863550950746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_394-4,Abnormal vestibular function study,119,5,8,5,15,12,12,10,13,19,20,4.00065423617926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_395,Other diseases of inner ear,1614,114,143,151,165,147,149,184,167,187,207,1.81609464838567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_395-1,Labyrinthitis,1511,109,132,142,156,142,161,172,157,164,176,1.614949364559802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_396,Hearing impairment,6075,275,323,373,492,657,718,791,797,833,816,2.967795318454001,204,9,9,11,11,23,24,28,29,25,32,3.5604801477377657
Hearing,phecode_396-1,Conductive hearing loss,153,10,7,18,17,9,16,22,16,22,16,1.5999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_396-2,Sensorineural hearing loss,1204,43,68,77,93,128,118,144,164,192,177,4.116961024550372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_396-21,"Sensorineural hearing loss, bilateral",416,16,20,17,42,37,46,52,55,61,70,4.375716743119266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_396-22,Presbycusis,313,3,10,14,24,41,32,42,45,53,49,16.336006109201985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_397,Other hearing abnormality,2376,225,214,253,238,222,238,234,255,250,247,1.0979633699633697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_397-1,Tinnitus,2333,215,224,244,224,209,235,233,250,229,270,1.2560260483969161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_398,Other disorders of ear,977,76,63,85,84,99,116,106,111,118,119,1.566048324646962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hearing,phecode_398-1,Abnormal auditory function study,238,12,16,28,9,23,24,25,29,37,35,2.9171441043269497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_400,Rheumatic fever and chronic rheumatic heart diseases,1034,24,24,50,73,69,108,126,172,197,191,7.959637978142076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_400-2,Chronic rheumatic heart diseases,1030,21,27,48,67,80,104,128,163,199,193,9.191980606287368,128,5,2,8,10,11,9,16,18,20,22,4.4060857538035965
Cardio,phecode_401,Hypertension,11114,454,613,757,902,1036,1185,1351,1429,1591,1796,3.956761284976423,2637,90,105,133,156,171,194,205,247,268,283,3.149491706795078
Cardio,phecode_401-1,Essential hypertension,11111,459,610,756,901,1045,1175,1339,1434,1616,1776,3.870077030332122,2628,90,107,131,157,171,193,208,246,271,281,3.1272338148742644
Cardio,phecode_401-3,Hypertensive chronic kidney disease,115,3,3,1,5,8,15,12,16,20,32,10.668411581874695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_401-6,Secondary hypertension,450,17,19,33,44,35,66,63,47,59,67,3.941822035939683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_402,Elevated blood pressure reading without diagnosis of hypertension,3111,223,240,291,342,372,387,335,293,299,329,1.4755928138857533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_403,Angina pectoris,2385,84,112,151,182,240,292,270,335,322,397,4.72699084714326,562,16,20,25,30,31,36,46,44,66,56,3.5051020408163263
Cardio,phecode_404,Ischemic heart disease,4055,75,157,230,282,313,394,495,565,651,893,11.908691954414016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_404-1,Myocardial infarction [Heart attack],1800,24,58,87,127,138,165,207,275,272,447,18.62809333997675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_404-11,Acute myocardial infarction,1265,25,47,77,90,109,134,148,184,175,276,11.041830845771143,214,6,8,10,12,14,28,22,33,27,46,7.666666666666667
Cardio,phecode_404-2,Coronary atherosclerosis [Atherosclerotic heart disease],3044,68,100,155,238,234,301,376,405,501,666,9.794117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_406,Chronic pulmonary heart disease,316,2,4,15,15,19,34,37,52,46,92,46.007513884351525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_406-1,Pulmonary hypertension,292,2,4,13,15,17,32,36,42,45,86,43.00702384841555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_410,Inflammation of the heart [Carditis],498,30,24,28,46,46,54,59,69,78,64,2.1336844415185428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_410-2,Endocarditis,376,18,17,21,36,30,43,53,54,48,56,3.111622050692506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_411,Other diseases of pericardium,358,14,15,22,32,32,36,34,46,53,74,5.286578388098741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_411-2,Pericardial effusion (noninflammatory)*,257,2,14,19,19,20,25,33,30,41,54,27.00441104394707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413,Heart valve disorders,2375,54,68,104,132,178,224,317,351,396,551,10.205388873596966,268,6,9,16,16,19,22,28,35,43,50,8.34493964716806
Cardio,phecode_413-1,Mitral valve disorders,1464,36,45,65,92,121,133,186,243,223,320,8.890350396433922,101,4,7,8,7,8,12,9,16,12,10,2.503467406380028
Cardio,phecode_413-11,Mitral valve insufficiency,899,26,41,37,73,87,88,125,139,147,136,5.2316270151626005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-12,Mitral valve prolapse*,108,4,5,6,13,11,11,15,11,13,19,4.750777032553574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-2,Aortic valve disorders,1249,23,33,57,57,93,121,165,195,218,287,12.480308164211579,172,2,4,9,9,11,16,20,22,31,38,19
Cardio,phecode_413-21,Aortic stenosis,625,11,19,16,25,30,65,84,86,134,155,14.093214163556057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-22,Aortic insufficiency,469,12,19,29,36,53,44,68,55,61,92,7.667921029668412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-3,Tricuspid valve disorders,803,14,19,32,40,64,79,106,140,157,152,10.858917190017042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-32,Tricuspid value insufficiency*,207,2,1,12,13,17,17,29,29,46,41,20.503347485303724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-4,Pulmonary valve disorders,119,7,3,4,9,14,11,19,19,21,12,1.7145658263305323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-42,Pulmonary valve insufficiency*,114,7,5,3,7,12,13,17,22,18,10,1.4288047028086217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_413-6,Heart valve replaced,313,7,7,9,16,28,26,43,45,57,75,10.716036700674714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_414,Cardiomyopathy,414,13,20,25,23,35,39,61,55,64,79,6.077917500597913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_414-2,Dilated cardiomyopathy*,132,7,6,6,13,12,14,16,18,18,22,3.143370765531249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416,Cardiac arrhythmia and conduction disorders,5938,152,227,275,367,491,659,747,863,971,1186,7.803955180572295,1174,27,35,55,58,81,92,113,138,148,193,7.148148148148149
Cardio,phecode_416-1,Paroxysmal tachycardia,769,27,41,44,65,80,88,96,88,104,136,5.037866042474338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-11,Supraventricular tachycardia,574,20,27,34,49,62,70,68,69,68,107,5.3500000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-12,Ventricular tachycardia,230,8,11,11,14,10,22,31,34,36,53,6.626082870219025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-2,Atrial fibrillation and flutter,3692,49,93,125,205,281,373,504,567,650,845,17.247765418106052,896,24,28,40,46,60,71,88,107,106,148,6.175463623395149
Cardio,phecode_416-21,Atrial fibrillation,2707,31,77,97,138,219,270,373,422,472,608,19.61614663629526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-211,Paroxysmal atrial fibrillation*,1166,27,29,57,81,104,140,157,182,190,199,7.371579420627978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-212,Persistent atrial fibrillation*,194,4,8,3,11,17,24,23,32,41,31,7.751265306122449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-22,Atrial flutter,460,4,11,19,31,31,56,55,74,83,96,24.003932492216943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-4,Heart block,2026,37,57,90,128,159,203,261,304,340,447,12.083066794605257,275,6,4,15,18,24,29,25,38,51,46,7.677300046232085
Cardio,phecode_416-41,Atrioventricular block,879,11,22,30,43,82,82,136,132,167,174,15.82076902489071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-42,Left bundle branch block,622,14,16,25,30,41,79,84,94,110,129,9.21579353390841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-43,Right bundle branch block,734,18,30,36,69,58,85,85,98,119,136,7.556792144026186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-5,Premature depolarization [Premature beats],857,54,51,60,93,100,79,118,97,108,97,1.796591206211958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-51,Atrial premature depolarization [Supraventricular premature beats],181,5,6,10,24,24,20,26,20,21,25,5.000816993464053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-52,Ventricular premature depolarization*,531,30,29,32,48,56,69,61,64,87,55,1.8336333387879777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-7,Sinoatrial node dysfunction,116,5,2,3,5,12,10,15,17,27,20,4.000653381247958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_416-71,Sick sinus syndrome*,116,5,2,2,6,12,10,11,20,28,20,4.000653381247958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_417,Abnormalities of heart beat,6912,470,500,521,612,693,770,833,872,836,805,1.71306445273392,176,5,10,10,9,19,26,18,26,18,31,6.208635097493036
Cardio,phecode_417-1,Palpitations,3307,218,273,286,283,349,369,384,354,391,400,1.8351781420557975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_417-2,Tachycardia,965,49,59,66,80,92,104,130,112,145,128,2.6126733455396263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_417-3,Bradycardia*,1453,73,81,97,123,132,145,176,203,195,228,3.1238006105777996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_418,Abnormal results of cardiovascular function studies,2227,76,114,133,177,182,210,237,295,351,452,5.948365298092701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_418-1,Abnormal electrocardiogram [ECG] [EKG],1649,66,87,88,118,143,158,182,202,296,309,4.6825924199828615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_419,Presence of cardiac device,688,16,11,17,32,53,83,76,99,134,167,10.439207426795354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_420,Cardiac arrest,341,6,7,18,12,21,26,52,46,62,91,15.1691444753036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_423,Abnormal cardiac sounds,706,28,38,39,52,71,96,89,108,105,80,2.857614332861858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_423-1,Cardiac murmurs,602,25,30,31,43,65,89,72,88,90,69,2.760455220188026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_424,Heart failure,1996,26,47,63,101,124,187,246,274,343,585,22.503698224852073,430,4,8,21,27,26,31,46,48,66,103,25.786013986013984
Cardio,phecode_424-1,Left heart failure,884,18,21,33,46,57,95,127,122,155,210,11.668579234972679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_424-2,Systolic heart failure,320,8,9,10,14,24,40,44,54,51,66,8.251348039215687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_424-3,Diastolic heart failure,154,1,4,5,9,20,19,22,27,20,27,27.00440888308295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_425,Cardiomegaly,1318,32,40,68,76,98,162,167,196,225,254,7.938802938279712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_426,Other heart disorders in diseases NEC,1163,31,30,42,67,99,143,155,176,199,221,7.1302005688246055,193,5,5,17,17,9,24,18,31,29,35,7.009695290858726
Cardio,phecode_430,Nontraumatic Intracranial hemorrhage,443,11,24,29,30,35,40,55,66,63,90,8.183158364976547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_430-1,Nontraumatic subarachnoid hemorrhage,159,5,16,10,18,11,13,21,22,18,25,5.000818196694485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_430-2,Nontraumatic intracerebral hemorrhage,236,3,9,9,13,19,16,22,45,35,65,21.670207550253313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_430-3,Nontraumatic subdural hemorrhage,118,3,7,9,8,10,11,19,15,18,18,6.000979911807937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_431,Stroke and transient cerebral ischemic attacks,2197,47,75,112,136,177,211,260,305,391,483,10.27830140372561,380,17,14,17,29,27,33,43,53,60,74,4.359003768638375
Cardio,phecode_431-1,Stroke,1388,30,39,56,93,113,137,167,207,235,311,10.368374800900753,283,9,9,17,17,21,28,34,36,42,63,7.009708737864077
Cardio,phecode_431-11,Cerebral infarction [Ischemic stroke],1157,24,34,45,74,83,126,155,172,193,251,10.460052323033093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_431-12,Hemorrhagic stroke,333,12,18,15,30,22,22,31,60,45,78,6.501064352382512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_431-2,Transient cerebral ischemic attacks,1126,30,48,63,81,109,125,142,167,196,165,5.500904902928594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_433,Other cerebrovascular disease,1534,25,32,58,79,108,158,189,217,284,384,15.362522167487684,358,9,6,10,18,24,31,47,62,59,86,9.568808753274773
Cardio,phecode_433-1,Occlusion and stenosis of cerebral arteries,283,3,9,12,13,19,24,31,41,47,84,28.004575911096584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_433-2,Occlusion and stenosis of precerebral arteries,271,4,5,10,14,11,30,30,49,57,61,15.252493867538838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_433-21,Carotid artery stenosis,255,5,4,10,13,10,32,26,45,50,60,12.001962066710266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_436,Atherosclerosis [ASCVD],3018,62,105,150,220,277,292,387,404,451,670,10.808269045061467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_437,Vascular insufficiency of intestine,177,5,6,5,8,12,26,22,26,34,33,6.601078079059131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_438,Aneurysm or ectasia,887,17,33,55,70,78,97,99,122,149,167,9.82513824396447,155,3,9,3,10,10,8,15,23,23,34,11.349074074074075
Cardio,phecode_438-1,Aortic aneurysm and ectasia,609,3,12,23,47,56,57,73,98,109,131,43.673805242221135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_438-11,Abdominal aortic aneurysm,390,1,4,12,27,30,35,44,69,77,91,91.0148668518216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_438-12,Thoracic aneurysm,179,3,5,14,16,15,26,18,27,30,25,8.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_439,Hemorrhoids,4984,473,506,505,525,510,488,488,476,527,486,1.0276694764009775,145,12,17,15,18,16,15,18,13,12,9,0.7510359116022098
Cardio,phecode_440,Embolism and thrombosis,3074,179,179,224,268,305,328,372,348,404,467,2.6089385474860336,327,17,34,35,35,32,24,23,34,35,38,2.235294117647059
Cardio,phecode_440-1,Venous thromboembolism,2038,133,141,171,181,191,201,261,253,223,283,2.1278195488721803,218,13,26,20,27,27,18,17,23,18,26,2.0027777777777778
Cardio,phecode_440-11,Deep vein thrombosis [DVT],659,38,42,56,70,63,83,82,83,57,85,2.237210734482878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_440-13,Phlebitis and thrombophlebitis,1635,81,98,134,133,164,191,188,201,197,248,3.0622403041730912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_440-2,Arterial embolism and thrombosis,439,16,11,16,33,36,43,61,57,74,92,5.750940926198658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_440-3,Pulmonary embolism,995,43,49,54,95,86,112,129,137,141,149,3.4656855441065786,116,7,6,14,16,4,8,7,17,10,18,2.5750049672163717
Cardio,phecode_443,Other specified disorders of arteries and arterioles,798,35,35,39,74,80,95,104,106,102,128,3.657747843554295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_443-1,Stricture of artery [Arterial stenosis],141,2,2,6,7,7,6,10,26,37,38,19.000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_444,Venous insufficiency,2582,161,159,188,230,241,287,304,320,350,342,2.124594710730888,131,5,9,17,11,17,14,11,9,14,9,1.8025604551920342
Cardio,phecode_444-1,Varicose veins,2490,164,162,187,214,244,271,299,299,341,309,1.8844753925185078,131,5,10,16,10,18,15,11,9,13,9,1.8025604551920342
Cardio,phecode_444-11,Varicose veins of lower extremities,2238,138,128,151,229,213,241,269,274,305,290,2.101814490738642,118,5,10,16,11,11,15,8,12,10,7,1.4000000000000001
Cardio,phecode_444-15,Scrotal varices [Varicocele],199,2,7,7,5,14,22,29,28,38,47,23.503853090670603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_444-5,Venous insufficiency (chronic) (peripheral),988,28,31,48,72,89,118,130,154,182,136,4.857943045422452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_446,Hypotension,2409,82,68,102,143,219,261,291,362,360,521,6.354703202572967,319,19,9,16,18,22,29,41,40,50,71,3.742017786849395
Cardio,phecode_446-2,Orthostatic hypotension,1070,29,27,34,47,106,116,166,160,178,207,7.139100995314505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_447,Nonspecific low blood-pressure reading,432,14,23,29,37,38,56,50,58,55,72,5.143698992119356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_448,Peripheral vascular disease,1235,63,69,106,87,88,117,146,164,165,230,3.6513987881466754,125,4,3,8,6,8,10,11,11,19,22,5.507649513212796
Cardio,phecode_448-1,Raynaud's syndrome,642,44,54,51,64,81,64,70,80,56,78,1.7730195126337558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_448-9,Peripheral vascular disease NOS [includes PAD],621,8,13,17,31,46,52,70,95,117,172,21.503528060387268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_449,Other disorders of the circulatory system,173,9,4,6,12,15,19,17,33,21,37,4.111783300632221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardio,phecode_452,"Hemorrhage, NOS",269,19,25,23,13,20,30,34,29,36,40,2.105607549054216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_460,Acute respiratory infection,12372,917,1114,1147,1249,1297,1382,1357,1326,1259,1324,1.4442074007222732,334,11,13,27,19,24,32,34,38,46,80,7.282870546468873
Resp,phecode_460-1,Acute upper respiratory infection,9463,821,922,876,896,920,965,956,995,978,1134,1.3815618235923117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_460-2,Acute lower respiratory infection,9705,581,691,807,827,931,989,1105,1188,1238,1348,2.3201376936316698,315,4,16,19,24,27,30,27,36,50,75,18.77607788595271
Resp,phecode_462,Sinusitis,4381,378,400,390,387,423,414,463,503,531,492,1.3015873015873014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_462-1,Acute sinusitis,2212,178,209,172,189,196,221,244,240,269,294,1.6519739980798946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
