endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_101-4,25,35,55,66,82,104,116,127,133,139,0.004104416351994746,0.005746182892792645,0.009029715974388442,0.01083565916926613,0.013462485634542769,0.017074372024298144,0.01904761904761905,0.020853858784893268,0.021839080459770115,0.02282430213464696,5.560912972085386,Malignant neoplasm of the colon and rectum,882,Neoplasms
phecode_247-4,14,10,21,21,20,33,41,50,70,78,0.002285714285714286,0.0016326530612244899,0.0034285714285714284,0.0034285714285714284,0.0032658393207054214,0.005388634879163945,0.006694970607446114,0.008164598301763554,0.011430437622468974,0.012736773350751143,5.572338340953625,Disorders of magnesium metabolism,358,Metab
phecode_256-5,32,39,63,58,84,106,101,133,164,180,0.005233033524121014,0.006377759607522486,0.010302534750613246,0.0094848732624693375,0.013738959764474975,0.017337258750408896,0.016519463526333007,0.02175335296041871,0.026823683349689237,0.029440628066732092,5.6259200196270855,Hypokalemia [Hypopotassemia],960,Metab
phecode_120-21,12,10,20,30,30,44,57,54,56,68,0.0019643149451628746,0.0016371971185330713,0.0032743942370661427,0.004911591355599214,0.004911591355599214,0.007203667321545514,0.009332023575638507,0.008840864440078585,0.0091683038637852,0.011132940406024885,5.6675944117005015,Mature B-cell,381,Neoplasms
phecode_164-2,15,29,30,33,39,46,46,64,57,85,0.002461033634126333,0.0047587791270101735,0.004922874958976042,0.005415162454873646,0.006399737446668855,0.007548408270429931,0.007548408270429931,0.010502133245815556,0.00935346242205448,0.013948145717098785,5.667596543047806,Macrocytic anemia,444,Blood
phecode_477,7,5,5,5,2,9,13,15,22,40,0.0011437908496732027,8.169934640522876e-4,8.169934640522876e-4,8.169934640522876e-4,3.26797385620915e-4,0.0014705882352941176,0.0021241830065359475,0.0024513809445987906,0.003595358718744893,0.006537015852263441,5.71521957369318,Inhalation lung injury,123,Resp
phecode_108-4,7,12,14,17,14,22,26,36,39,40,0.0011441647597254005,0.001961425302386401,0.0022887036128821318,0.002779140101356874,0.0022887036128821318,0.0035965342488147784,0.004250449566781102,0.005885237861696911,0.0063756743501716525,0.006539153179663234,5.715219879025666,Malignant neoplasm of the kidney,227,Neoplasms
phecode_374-39,4,6,9,7,14,20,11,17,20,23,6.5359477124183e-4,9.80392156862745e-4,0.0014705882352941176,0.0011437908496732027,0.0022875816993464053,0.0032679738562091504,0.0017973856209150326,0.002778231737211963,0.0032685079261317207,0.003758784115051479,5.750939696028763,Transient retinal arterial occlusion [Amaurosis fugax],131,Eye
phecode_440-2,16,11,16,33,36,43,61,57,74,92,0.002617801047120419,0.001799738219895288,0.002617801047120419,0.0053992146596858635,0.005891016200294551,0.007036491572574047,0.009981999672721321,0.009327442317133039,0.012109311078383244,0.015054819178530519,5.750940926198658,Arterial embolism and thrombosis,439,Cardio
phecode_588,4,2,10,5,17,7,20,29,27,23,6.547716483876248e-4,3.273858241938124e-4,0.001636929120969062,8.18464560484531e-4,0.0027827795056474054,0.0011458503846783433,0.003273858241938124,0.00474709445081028,0.0044197086266164675,0.003765553372626064,5.750941388343157,Disorders and findings from impaired renal function,144,Genitourinary
phecode_208-21,6,9,18,20,33,20,29,31,31,35,9.80392156862745e-4,0.0014705882352941176,0.0029411764705882353,0.0032679738562091504,0.005392156862745098,0.0032685079261317207,0.004739336492890996,0.005066187285504167,0.005066187285504167,0.005719888870730511,5.834286648145122,Primary hyperparathyroidism,232,Endo
phecode_116-3,13,18,31,41,38,43,58,37,61,76,0.0021231422505307855,0.002939735423811857,0.005062877674342643,0.0066960640209047856,0.006206108116936142,0.007022701290217214,0.009472480810060429,0.0060437765436131986,0.0099640640313623,0.012414243711205489,5.847108787977786,Secondary malignant neoplasm of digestive systems,416,Neoplasms
phecode_116-5,7,9,18,18,23,23,25,43,43,41,0.001142857142857143,0.0014693877551020407,0.0029387755102040815,0.0029387755102040815,0.0037551020408163266,0.0037551020408163266,0.004081632653061225,0.007020408163265306,0.007020408163265306,0.006693877551020408,5.857142857142857,Secondary malignancy of brain/spine,250,Neoplasms
phecode_124,7,8,13,18,21,28,30,35,45,41,0.0011447260834014717,0.0013082583810302534,0.002125919869174162,0.0029435813573180703,0.0034341782502044153,0.004578904333605887,0.004905968928863451,0.005723630417007359,0.007360157016683023,0.006705920837422309,5.858100845833918,Myeloproliferative disorder,246,Neoplasms
phecode_479,43,59,53,93,124,125,147,157,222,254,0.007038795220166967,0.009657881813717467,0.008675724341136028,0.015223440825012277,0.02029792110001637,0.020461614012113275,0.024062858078245212,0.02570399476096922,0.036345776031434185,0.04158480681074001,5.907943832716529,Pulmonary insufficiency and acute respiratory distress syndrome,1277,Resp
phecode_418,76,114,133,177,182,210,237,295,351,452,0.01273671861907156,0.019105077928607342,0.02228925758337523,0.029663147310206132,0.030501089324618737,0.03519356460532931,0.03971845148315736,0.049438578850343556,0.05883338920549782,0.07576265504525645,5.948365298092701,Abnormal results of cardiovascular function studies,2227,Cardio
phecode_430-3,3,7,9,8,10,11,19,15,18,18,4.898758981058132e-4,0.0011430437622468974,0.0014696276943174395,0.0013063357282821686,0.0016331863465621427,0.001796504981218357,0.003103054058468071,0.002449779519843214,0.002939735423811857,0.002939735423811857,6.000979911807937,Nontraumatic subdural hemorrhage,118,Cardio
phecode_211,5,11,10,8,10,24,26,24,27,30,8.168599901976801e-4,0.0017970919784348963,0.0016337199803953602,0.0013069759843162881,0.0016337199803953602,0.00392156862745098,0.004248366013071895,0.00392156862745098,0.004411764705882353,0.004901960784313725,6.000980392156863,Disorders of adrenal glands,175,Endo
phecode_714-3,16,17,21,33,31,43,51,67,62,96,0.0026246719160104987,0.002788713910761155,0.0034448818897637795,0.0054133858267716535,0.005085301837270341,0.007054963084495488,0.008367514356029532,0.010992616899097621,0.010172272354388842,0.015750615258408533,6.000984413453652,Scoliosis,437,Musc/Skel
phecode_204-2,57,88,114,141,138,164,184,223,244,345,0.009399736147757257,0.014511873350923483,0.018799472295514513,0.023251978891820582,0.022757255936675463,0.027049315520369453,0.030348012535048655,0.0367804717136731,0.04024410357908626,0.05690252350321623,6.053629868833389,Impaired glucose tolerance (oral),1698,Endo
phecode_414,13,20,25,23,35,39,61,55,64,79,0.0021269633507853404,0.0032722513089005235,0.004090314136125654,0.003763089005235602,0.005726439790575916,0.006380890052356021,0.009981999672721321,0.009000163639338896,0.010472917689412534,0.012927507772868597,6.077917500597913,Cardiomyopathy,414,Cardio
phecode_376-21,18,42,43,58,60,70,72,80,93,110,0.002966381015161503,0.006921555702043507,0.007087522663589913,0.009559914290423603,0.009889566507334762,0.011537827591890556,0.011867479808801713,0.013186088676446349,0.01532882808636888,0.01813087193011373,6.112118381773895,Crystalline deposits in vitreous body,646,Eye
phecode_584,17,16,13,30,39,42,52,53,85,106,0.0027877992784519513,0.0026238110856018366,0.002131846507051492,0.004919645785503444,0.006395539521154477,0.006887504099704822,0.008527386028205968,0.008691374221056083,0.013938996392259758,0.017382748442112166,6.235294117647059,Renal failure,453,Genitourinary
phecode_495-1,4,10,7,24,20,22,26,29,29,25,6.52954619653934e-4,0.001632386549134835,0.0011426705843943846,0.0039177277179236044,0.00326477309826967,0.0035912504080966375,0.0042448979591836735,0.0047346938775510205,0.0047346938775510205,0.004081632653061225,6.251020408163266,Solitary pulmonary nodule,196,Resp
phecode_841-13,4,13,9,13,13,28,18,24,30,25,6.538084341288003e-4,0.0021248774109186006,0.0014710689767898006,0.0021248774109186006,0.0021248774109186006,0.004576659038901602,0.002942137953579601,0.00392349190779794,0.004904364884747425,0.004086970737289521,6.251021742684322,Allergy to sulfonamides,177,Signs/Symptoms
phecode_169-1,20,30,39,37,51,75,89,94,112,125,0.0032781511227667594,0.0049172266841501396,0.006392394689395181,0.006064579577118505,0.008359285363055236,0.012293066710375349,0.014590163934426229,0.01540983606557377,0.018360655737704918,0.020491803278688523,6.251024590163934,Thrombocytopenia,672,Blood
phecode_707,119,197,220,330,372,408,466,544,653,746,0.019993279569892473,0.03309811827956989,0.03696236559139785,0.055443548387096774,0.0625,0.06854838709677419,0.07830616703075113,0.0914132078642245,0.1097294572340783,0.1253570828432196,6.269960983889439,Other arthropathies,4055,Musc/Skel
phecode_529-3,24,37,59,72,73,92,82,117,144,151,0.0039324922169424875,0.006062592167786335,0.009667376699983615,0.011797476650827463,0.011961330493200065,0.015074553498279535,0.013438216978039987,0.019174041297935103,0.02359882005899705,0.024745984922976073,6.29269774937179,Fecal incontinence,851,GI
phecode_341,17,16,25,34,42,39,53,54,95,107,0.0027846027846027844,0.002620802620802621,0.004095004095004095,0.005569205569205569,0.0068796068796068794,0.0063882063882063885,0.008681408681408681,0.008845208845208846,0.015563564875491482,0.01752948885976409,6.29514879346234,Cerebral palsy and other paralytic syndromes,482,Neuro
phecode_555,13,20,22,18,41,34,44,49,63,82,0.0021238359745139684,0.0032674399607907204,0.0035941839568697925,0.0029406959647116484,0.006699346405228758,0.005555555555555556,0.00718954248366013,0.008006535947712418,0.010294117647058823,0.013398692810457516,6.308722976370035,Ascites,386,GI
phecode_597-5,3,3,4,9,8,15,11,20,26,19,4.900359359686377e-4,4.900359359686377e-4,6.533812479581836e-4,0.0014701078079059132,0.0013069759843162881,0.0024505799705930404,0.0017970919784348963,0.0032674399607907204,0.004247671949027937,0.0031040679627511846,6.334368022654251,Urethral caruncle,118,Genitourinary
phecode_360-5,3,7,13,8,13,23,19,28,16,19,4.90757402257484e-4,0.0011452879581151832,0.0021269633507853404,0.0013089005235602095,0.0021269633507853404,0.003763089005235602,0.003108638743455497,0.004581151832460733,0.002617801047120419,0.003108638743455497,6.334369546247818,Noninfectious dermatoses of eyelid,149,Eye
phecode_684-11,9,14,24,29,30,36,27,50,52,57,0.0014758937356510332,0.0022958346999016072,0.003935716628402755,0.004755657592653329,0.004919645785503444,0.005904543217976054,0.00442840741348204,0.008200754469411186,0.008528784648187633,0.009348860095128753,6.334372095566126,Alopecia Areata,328,Derm
phecode_446,82,68,102,143,219,261,291,362,360,521,0.013480190695380569,0.01117869472299852,0.016770799079250248,0.023512002630713583,0.036007892140743174,0.04291351529102269,0.04784610325550805,0.059519894771456756,0.0591910555738244,0.0856626109832292,6.354703202572967,Hypotension,2409,Cardio
phecode_375,81,114,157,207,180,243,263,332,370,518,0.01348202396804261,0.018974700399467376,0.026131824234354194,0.03445406125166445,0.02996005326231691,0.04044607190412783,0.04377496671105193,0.05525965379494008,0.061594806059597135,0.086232728483436,6.396126329981277,Abnormal intraocular pressure,2465,Eye
phecode_208-2,10,16,35,25,38,41,46,44,43,64,0.001635322976287817,0.002616516762060507,0.005723630417007359,0.004088307440719542,0.006214227309893704,0.006704824202780049,0.0075224856909239576,0.007196597971867844,0.007033038927052666,0.01046777886817141,6.401046777886817,Hyperparathyroidism,362,Endo
phecode_325,82,120,137,156,194,234,281,359,404,525,0.013540290620871863,0.019815059445178335,0.0226221928665786,0.025759577278731835,0.03203434610303831,0.03863936591809775,0.0464002642007926,0.05928005284015852,0.0667107001321004,0.08669088507265522,6.402439024390245,Symptoms and signs related to movement disorders,2492,Neuro
phecode_715-3,12,26,22,25,40,54,47,62,61,77,0.001965923984272608,0.004259501965923985,0.0036041939711664484,0.0040956749672346,0.00655307994757536,0.008846657929226736,0.007699868938401048,0.010157273918741808,0.009993446920052424,0.01261674586269048,6.417718062155225,Spondylolisthesis,426,Musc/Skel
phecode_385,7,6,14,10,15,22,28,17,22,45,0.001142857142857143,9.795918367346938e-4,0.002285714285714286,0.0016326530612244899,0.0024489795918367346,0.0035918367346938775,0.004571428571428572,0.002775510204081633,0.0035924232527759633,0.007348138471587198,6.429621162638798,Abnormal results of function studies of eye,186,Eye
phecode_431-12,12,18,15,30,22,22,31,60,45,78,0.0019646365422396855,0.0029469548133595285,0.002455795677799607,0.004911591355599214,0.0036024234485017193,0.0036024234485017193,0.005076142131979695,0.009824791223186507,0.00736859341738988,0.01277222859014246,6.501064352382512,Hemorrhagic stroke,333,Cardio
phecode_437,5,6,5,8,12,26,22,26,34,33,8.165931732810714e-4,9.799118079372856e-4,8.165931732810714e-4,0.0013067624959163672,0.0019601437438745506,0.004246978111728194,0.0035935968637700096,0.004246978111728194,0.00555374060764456,0.0053903952956550144,6.601078079059131,Vascular insufficiency of intestine,177,Cardio
phecode_416-12,8,11,11,14,10,22,31,34,36,53,0.0013074031704526884,0.0017976793593724465,0.0017976793593724465,0.002288329519450801,0.0016345210853220007,0.0035959463877084014,0.005067015364498202,0.005557371690094802,0.005884275907159202,0.008662961752206603,6.626082870219025,Ventricular tachycardia,230,Cardio
phecode_367-13,6,13,15,23,17,23,27,26,30,40,9.81675392670157e-4,0.0021269633507853404,0.0024541884816753927,0.003763089005235602,0.002781413612565445,0.003763089005235602,0.004418262150220913,0.004254622811323842,0.004909180166912126,0.006545573555882834,6.667757595592648,Blepharoconjunctivitis,220,Eye
phecode_583,96,107,137,197,273,383,400,448,524,641,0.01616978271854472,0.0180225703217113,0.023075627421256528,0.03318733153638814,0.045990566037735846,0.06452156334231805,0.0673854447439353,0.07547169811320754,0.08827493261455525,0.10798517520215634,6.678208178908355,Chronic kidney disease,3206,Genitourinary
phecode_308-3,6,14,6,10,16,18,9,16,27,41,9.824791223186507e-4,0.002292451285410185,9.824791223186507e-4,0.0016374652038644178,0.0026199443261830688,0.002947437366955952,0.001473718683477976,0.0026199443261830688,0.004421156050433929,0.006713607335844114,6.833333333333334,Emotional lability,163,Mental
phecode_116,58,90,144,146,184,228,255,256,360,399,0.009523809523809525,0.014778325123152709,0.023645320197044337,0.023973727422003283,0.03021842667104615,0.037444572179339795,0.041878797832156346,0.042043028411890296,0.05912300870422073,0.06552800131384463,6.880440137953686,Secondary malignant neoplasm,2120,Neoplasms
phecode_708-7,43,77,92,126,139,178,195,204,255,300,0.007088691064952192,0.012693702604681834,0.015166501813386087,0.020771513353115726,0.022914606000659414,0.029348722176422093,0.03215169002473207,0.033635614179719706,0.04204451772464963,0.0494641384995878,6.977894514848828,Generalized osteoarthritis,1609,Musc/Skel
phecode_121,8,7,23,18,19,22,33,33,44,56,0.0013082583810302534,0.0011447260834014717,0.0037618580307491006,0.002944062806673209,0.0031076218514883873,0.003598298985933922,0.005397448478900883,0.005397448478900883,0.007196597971867844,0.009159306509649984,7.001144913313707,Leukemia,263,Neoplasms
phecode_835,92,114,95,138,162,209,251,280,383,649,0.01914273824386184,0.02372034956304619,0.01976695796920516,0.02871410736579276,0.033707865168539325,0.04348730753225135,0.052237252861602496,0.05827263267429761,0.07970863683662852,0.13506763787721124,7.055815952585622,Cytology and pathology findings,2373,Signs/Symptoms
phecode_426,31,30,42,67,99,143,155,176,199,221,0.005079469113550713,0.004915615271178109,0.006881861379649353,0.010978207438964443,0.01622153039488776,0.02343109945928232,0.025397345567753565,0.02883827625757824,0.03261225827597509,0.036217633562766305,7.1302005688246055,Other heart disorders in diseases NEC,1163,Cardio
phecode_446-2,29,27,34,47,106,116,166,160,178,207,0.00475254015077024,0.004424778761061947,0.005571943625040971,0.007702392658144871,0.017374200950663825,0.019013276512047206,0.027208654318964104,0.026225208982134075,0.02917554499262416,0.03392886412063596,7.139100995314505,Orthostatic hypotension,1070,Cardio
phecode_247-3,7,10,11,17,15,19,21,37,31,50,0.0011426705843943846,0.001632386549134835,0.0017959183673469388,0.002775510204081633,0.0024489795918367346,0.0031020408163265306,0.0034285714285714284,0.0060408163265306125,0.005061224489795919,0.00816326530612245,7.144023323615161,Disorder of phosphorus metabolism,218,Metab
phecode_092-2,48,60,103,91,132,165,199,234,260,343,0.007870142646335464,0.009837678307919331,0.01688801442859485,0.014922925549360446,0.02164644145621515,0.02705805182026894,0.03263365037717284,0.03837323712692686,0.042636930141029844,0.056247950147589376,7.147005165628076,Sepsis,1635,ID
phecode_973,6,5,6,10,10,20,28,28,33,44,9.800718719372753e-4,8.167265599477295e-4,9.800718719372753e-4,0.0016337199803953602,0.0016337199803953602,0.0032674399607907204,0.004574415945107008,0.004574415945107008,0.005391275935304689,0.007188367913739585,7.3345313946522905,Adverse effect of other drug,190,Rx
phecode_169,17,32,39,41,48,77,85,102,109,125,0.0027864284543517455,0.005245041796426815,0.006392394689395181,0.006720209801671857,0.007868852459016393,0.012622950819672131,0.013934426229508197,0.016721311475409836,0.017868852459016392,0.020491803278688523,7.354146576663452,Platelet defects,675,Blood
phecode_416-211,27,29,57,81,104,140,157,182,190,199,0.00442840741348204,0.0047564375922584876,0.009348860095128753,0.01328522224044612,0.017057569296375266,0.022962112514351322,0.025750369033951122,0.029850746268656716,0.031162866983762506,0.03264435695538058,7.371579420627978,Paroxysmal atrial fibrillation*,1166,Cardio
phecode_705-3,16,26,30,49,70,92,126,115,111,118,0.002622091117666339,0.0042608980662078005,0.004916420845624385,0.008030154047853164,0.011471648639790232,0.015077023926581449,0.02064896755162242,0.01884627990822681,0.018190757128810225,0.019341091624323882,7.37620881822652,Polymyalgia rheumatica,753,Musc/Skel
phecode_005,5,2,13,8,2,8,6,15,17,37,8.210180623973727e-4,3.284072249589491e-4,0.002134646962233169,0.0013136288998357964,3.284072249589491e-4,0.0013136288998357964,9.852216748768472e-4,0.0024630541871921183,0.0027914614121510675,0.006076531450156019,7.401215306290031,Mycobacteria,113,ID
phecode_100,7,17,13,20,25,27,25,31,33,52,0.0011451006052674627,0.0027809586127924097,0.0021266154097824307,0.0032717160150498937,0.004089645018812367,0.004416816620317356,0.004090314136125654,0.005071989528795812,0.0053992146596858635,0.008507853403141362,7.429786836200449,Malignant neoplasm of the head and neck,250,Neoplasms
phecode_092,47,62,102,93,129,168,198,238,262,353,0.0077087092012465145,0.01016893554206987,0.016729539117598818,0.015253403313104806,0.02115794653108086,0.027554535017221583,0.03247498769886829,0.03903559127439724,0.04297195341971461,0.057906824146981624,7.511870357960574,"Bacteremia, Sepsis, and SIRS",1652,ID
phecode_468,96,133,169,206,237,299,357,435,542,725,0.016080402010050253,0.022278056951423784,0.02830820770519263,0.03450586264656617,0.03969849246231156,0.05008375209380234,0.05979899497487437,0.07287652873178087,0.09080247947729939,0.12146088121963478,7.553348550846037,Pneumonia,3199,Resp
phecode_416-43,18,30,36,69,58,85,85,98,119,136,0.0029455081001472753,0.004909180166912126,0.005891016200294551,0.011291114383897889,0.009491081656030109,0.013909343806251022,0.013909343806251022,0.016039279869067103,0.019476268412438626,0.02225859247135843,7.556792144026186,Right bundle branch block,734,Cardio
phecode_101-8,5,9,6,16,10,21,20,21,35,38,8.163265306122449e-4,0.0014693877551020407,9.795918367346938e-4,0.0026122448979591837,0.0016329196603527107,0.003429131286740692,0.0032658393207054214,0.003429131286740692,0.005715218811234487,0.0062050947093403004,7.6012410189418675,Malignant neoplasm of the pancreas,181,Neoplasms
phecode_594-32,20,32,36,78,89,100,125,129,122,152,0.0033585222502099076,0.005373635600335852,0.006045340050377834,0.01309823677581864,0.01494793416190796,0.016795431642593214,0.020994289553241518,0.021666106818945246,0.020490426603963722,0.025529056096741685,7.601276452804837,Stress incontinence,883,Genitourinary
phecode_374-1,21,35,50,48,44,60,84,65,105,160,0.003454515545319954,0.00575752590886659,0.008225037012666556,0.007896035532159895,0.007239223428759461,0.009871668311944718,0.013820335636722606,0.010694307337940112,0.017275419545903257,0.026324448831852584,7.620301164230088,Retinal detachments and breaks,672,Eye
phecode_413-22,12,19,29,36,53,44,68,55,61,92,0.001963029609029936,0.003108130214297399,0.004743988221822345,0.005889088827089809,0.008670047439882218,0.007197775233109766,0.011123834451169639,0.00899869109947644,0.009980366492146597,0.015052356020942409,7.667921029668412,Aortic insufficiency,469,Cardio
phecode_479-3,13,11,8,23,21,34,39,31,51,100,0.0021238359745139684,0.0017970919784348963,0.0013069759843162881,0.0037575559549093284,0.0034308119588302567,0.005554647933344225,0.006371507923541905,0.005065359477124183,0.008333333333333333,0.016339869281045753,7.693564605329311,Respiratory failure,331,Resp
phecode_101-41,15,27,39,43,56,93,84,100,97,116,0.0024586133420750698,0.004425504015735125,0.006392394689395181,0.007048024913948533,0.009178823143746927,0.015243402720865431,0.01376823471562039,0.01639344262295082,0.015901639344262294,0.01901639344262295,7.734601092896175,Malignant neoplasm of the colon,670,Neoplasms
phecode_727,107,185,235,280,384,436,526,531,725,829,0.01818181818181818,0.03143585386576041,0.03993203058623619,0.0475785896346644,0.06526172671651938,0.07409925220938138,0.0893949694085656,0.09024473147518695,0.12321549966009518,0.14089055064581918,7.748980285520055,Other disorders of bone,4238,Musc/Skel
phecode_416-212,4,8,3,11,17,24,23,32,41,31,6.52954619653934e-4,0.001305909239307868,4.897159647404506e-4,0.0017959183673469388,0.002775510204081633,0.003918367346938775,0.0037551020408163266,0.005224489795918367,0.006693877551020408,0.005061224489795919,7.751265306122449,Persistent atrial fibrillation*,194,Cardio
phecode_011,4,7,11,11,9,19,15,19,31,31,6.531678641410843e-4,0.0011430437622468974,0.0017962116263879817,0.0017962116263879817,0.0014698677119059284,0.003103054058468071,0.002449779519843214,0.003103054058468071,0.005062877674342643,0.005062877674342643,7.751265719418586,Klebsiella,157,ID
phecode_248,4,6,8,7,8,16,14,17,18,31,6.531678641410843e-4,9.799118079372856e-4,0.0013065490772497142,0.0011432304425935,0.0013065490772497142,0.0026130981544994283,0.002286460885187,0.0027764167891556426,0.002939735423811857,0.005062877674342643,7.751265719418586,"Disorders of plasma-protein metabolism, NEC",129,Metab
phecode_416,152,227,275,367,491,659,747,863,971,1186,0.025780189959294438,0.03850067842605156,0.04664179104477612,0.06224559023066486,0.08329092451229855,0.11178965224766751,0.1267175572519084,0.1463952502120441,0.164715860899067,0.2011874469889737,7.803955180572295,Cardiac arrhythmia and conduction disorders,5938,Cardio
phecode_256-7,33,39,55,76,113,119,129,165,182,258,0.005397448478900883,0.006378802747791953,0.008995747464834806,0.012430487405953549,0.0184851954850319,0.019466710289546867,0.021102568297071814,0.026991657124161624,0.02977261573695403,0.04220513659414363,7.819460761714974,Volume depletion,1169,Metab
phecode_325-2,63,103,109,141,170,207,257,362,364,496,0.0103397341211226,0.016904644674216315,0.01788938125718037,0.023141309699655343,0.027900869850648286,0.033973412112259974,0.04218647406434668,0.05942219304005253,0.05975049244911359,0.08141825344714379,7.8743082262451924,Abnormality of gait and mobility,2272,Neuro
phecode_596-1,9,5,6,23,15,27,30,52,55,71,0.0014768624876928126,8.204791598293403e-4,9.845749917952085e-4,0.0037742041352149657,0.002461841457410143,0.004431314623338257,0.004923682914820286,0.008534383719021828,0.009026752010503857,0.011652716231741342,7.89018363513686,Bladder neck obstruction,293,Genitourinary
phecode_341-2,12,12,25,26,22,40,35,59,76,95,0.0019643149451628746,0.0019643149451628746,0.004092322802422655,0.004256015714519562,0.0036012440661319363,0.006547716483876248,0.0057292519233917176,0.009657881813717467,0.012440661319364872,0.015553372626064177,7.917962781052171,Hemiplegia and hemiparesis,402,Neuro
phecode_425,32,40,68,76,98,162,167,196,225,254,0.005251928442474971,0.006564910553093714,0.011162179908076166,0.01247537754432042,0.01608667104399212,0.02659225213394616,0.027413000656598817,0.03217334208798424,0.03693368351936967,0.04169402495075509,7.938802938279712,Cardiomegaly,1318,Cardio
phecode_369,18,22,33,38,53,40,81,102,117,143,0.0029517874713020664,0.0036077402427025255,0.005412497949811383,0.0062325733967525014,0.008692799737575857,0.006560603575528949,0.01328522224044612,0.016729539117598818,0.019189765458422176,0.023454157782515993,7.9457474532101395,Noninflammatory disorders of the cornea,647,Eye
phecode_400,24,24,50,73,69,108,126,172,197,191,0.003933781347320112,0.003933781347320112,0.008195377806916898,0.011965251598098673,0.01130962137354532,0.0177020160629405,0.020652352073430587,0.028192099655794133,0.03228978855925258,0.031311475409836066,7.959637978142076,Rheumatic heart disease,1034,Cardio
phecode_101,39,74,113,125,133,173,193,227,264,311,0.006422924901185771,0.012187088274044796,0.018610013175230568,0.0205896886839071,0.021907428759677154,0.028496129138527424,0.031790479327952564,0.03739087464997529,0.04348542250041179,0.05122714544556086,7.97567249090886,GI cancer,1652,Neoplasms
phecode_344-1,2,4,3,9,9,12,13,17,25,16,3.2663726931242854e-4,6.533812479581836e-4,4.900359359686377e-4,0.0014701078079059132,0.0014701078079059132,0.0019601437438745506,0.002123489055864097,0.00277687030382228,0.004083632799738647,0.0026135249918327343,8.001306762495917,Hydrocephalus,110,Neuro
phecode_377-5,6,3,8,6,16,14,11,14,18,48,9.810333551340746e-4,4.905166775670373e-4,0.0013080444735120995,9.810333551340746e-4,0.002616088947024199,0.002289077828646174,0.0017985611510791368,0.0022894521668029434,0.0029435813573180703,0.007849550286181521,8.00130825838103,Vitreous hemorrhage,144,Eye
phecode_116-2,14,35,46,43,52,75,62,79,102,113,0.002286460885187,0.0057161522129675,0.0075126571941858565,0.007022701290217214,0.008492569002123142,0.01224889759921607,0.010125755348685286,0.012902172137840928,0.016658500734933857,0.018458020254818686,8.072747001446773,Secondary malignancy of respiratory organs,621,Neoplasms
phecode_703-1,52,79,119,141,171,184,237,263,336,425,0.00874096486804505,0.01327954278029921,0.020003361909564633,0.023701462430660614,0.028744326777609682,0.030929567994620946,0.03983862834089763,0.04420911077492015,0.05648008068582955,0.07145258910558171,8.174451011328953,Hyperuricemia,2007,Musc/Skel
phecode_430,11,24,29,30,35,40,55,66,63,90,0.0018015067147068458,0.003930560104814936,0.004749426793318048,0.00491320013101867,0.005732066819521782,0.006552006552006552,0.009009009009009009,0.010810810810810811,0.010319410319410319,0.014742014742014743,8.183158364976547,Nontraumatic Intracranial hemorrhage,443,Cardio
phecode_424-2,8,9,10,14,24,40,44,54,51,66,0.0013069759843162881,0.0014705882352941176,0.0016339869281045752,0.0022875816993464053,0.00392156862745098,0.006535947712418301,0.00718954248366013,0.008823529411764706,0.008333333333333333,0.010784313725490196,8.251348039215687,Systolic heart failure,320,Cardio
phecode_596-3,4,4,6,12,14,15,21,20,35,33,6.534879921581441e-4,6.534879921581441e-4,9.80231988237216e-4,0.001960463976474432,0.0022875816993464053,0.0024509803921568627,0.003431372549019608,0.0032679738562091504,0.005718954248366013,0.005392156862745098,8.251348039215687,Diverticulum of bladder,164,Genitourinary
phecode_703,55,87,141,149,186,206,244,291,328,455,0.009254585226316675,0.01463907117617365,0.023729384045775834,0.02507573207674184,0.03130259171995961,0.03466846179737462,0.041063614944463145,0.04897340962638842,0.055200269269606195,0.07657354426119152,8.274119518986568,Chrystal arthropathies,2142,Musc/Skel
phecode_438-12,3,5,14,16,15,26,18,27,30,25,4.898758981058132e-4,8.164598301763554e-4,0.0022860875244937948,0.002612671456564337,0.002449379490529066,0.004245591116917048,0.002939255388634879,0.004408883082952318,0.004898758981058132,0.004082299150881777,8.333333333333334,Thoracic aneurysm,179,Cardio
phecode_517,3,5,6,13,11,15,22,23,33,25,4.899559039686428e-4,8.165931732810714e-4,9.800718719372753e-4,0.002123489055864097,0.0017967984318850048,0.0024501796798431885,0.0035935968637700096,0.003756942175759556,0.0053903952956550144,0.004083632799738647,8.33469454426658,Gastrointestinal angiodysplasia,156,GI
phecode_700-2,3,6,8,10,13,14,20,16,21,25,4.905968928863451e-4,9.811937857726902e-4,0.0013082583810302534,0.001635322976287817,0.002125919869174162,0.002289826627412496,0.0032711808963035655,0.0026169447170428526,0.0034347399411187437,0.004088976120379457,8.334696325373459,Sicca syndrome [Sjogren syndrome],136,Musc/Skel
phecode_820,3,6,9,8,12,12,16,15,11,25,4.91320013101867e-4,9.82640026203734e-4,0.001473960039305601,0.0013104013104013104,0.0019656019656019656,0.0019656019656019656,0.002620802620802621,0.002457002457002457,0.0018018018018018018,0.004095004095004095,8.334698334698336,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,117,Signs/Symptoms
